Item,Sales_Count,Stock_Level,Demand_Score,Profit_Margin,Competitor_Saturation,Reorder_Frequency,Stock_to_Sales_Ratio,Demand_to_Stock_Ratio,Location_Bangalore,Location_Bhopal,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Indore,Location_Jaipur,Location_Kolkata,Location_Lucknow,Location_Mumbai,Location_Nagpur,Location_Pune,Location_Surat,Location_Visakhapatnam,Category_Electronics,Category_Grocery,Category_Home Essentials,Category_Stationery,Recommendation_Score,Shop_ID
Sugar,0.8743434343434344,0.8101010101010101,0.55,0.088,14,0.8743434343434344,0.4322052166415175,0.3038504464285714,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.87666905,54a62ac0
Hoodie,0.984040404040404,0.3151515151515151,0.2249999999999999,0.1366666666666666,14,0.984040404040404,0.1588432949801445,0.1710829493087556,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9842348,88b4d966
TV,0.8987878787878788,0.0888888888888888,0.8,0.0457777777777777,24,0.8987878787878788,0.0468134907968932,0.7346938775510206,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.8992467,cedd77cb
Speakers,0.4343434343434343,0.5818181818181819,0.5,0.3535555555555555,11,0.4343434343434343,0.4056338028169015,0.3160919540229884,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.43743333,9dda89fd
Hoodie,0.8367676767676768,0.4303030303030303,0.2249999999999999,0.8873333333333333,8,0.8367676767676768,0.2342718873735151,0.1573093220338982,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.83772224,d9f2d289
Highlighter,0.0967676767676767,0.7919191919191919,0.5,0.6353333333333334,17,0.0967676767676767,0.7220482593479464,0.2790304396843292,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.09637815,a6ac020e
Tablet,0.3395959595959595,0.7838383838383839,0.65,0.7408888888888889,23,0.3395959595959595,0.585130447896245,0.3643827859569649,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.33243972,984d4c64
Pulses,0.348080808080808,0.4242424242424242,0.3,0.581111111111111,12,0.348080808080808,0.3147010340176832,0.2106382978723404,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3477748,d1815ca6
Hoodie,0.877979797979798,0.993939393939394,0.675,0.6744444444444444,20,0.877979797979798,0.5292598967297762,0.3385258358662614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8794169,098c509b
Headphones,0.8705050505050506,0.496969696969697,0.3249999999999999,0.4055555555555556,10,0.8705050505050506,0.2656874392482989,0.2171052631578946,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8716624,ca0d4ba4
Laptop,0.7553535353535354,0.0606060606060606,0.575,0.0091111111111111,13,0.7553535353535354,0.0345264127057198,0.5421428571428571,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7538231,30d0b866
Jacket,0.8054545454545455,0.7636363636363637,0.2,0.5266666666666666,16,0.8054545454545455,0.4229607250755287,0.1134020618556701,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8054887,7db15784
Laptop,0.0254545454545454,0.4585858585858586,0.675,0.8295555555555555,15,0.0254545454545454,0.4472025216706068,0.4627770083102493,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.02480451,b2def7f3
Eraser,0.6466666666666667,0.7111111111111111,0.275,0.1948888888888889,19,0.6466666666666667,0.4318488529014845,0.1607142857142857,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.65140826,a6d9faee
TV,0.7062626262626263,0.3434343434343434,0.0999999999999999,0.6957777777777778,22,0.7062626262626263,0.2012787118162443,0.0744360902255638,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7072002,23003e93
Sugar,0.8187878787878788,0.3272727272727272,0.425,0.4886666666666666,18,0.8187878787878788,0.1799400199933355,0.3202054794520548,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.82288694,a92af1cc
Tea,0.798989898989899,0.9292929292929294,0.4,0.1548888888888889,15,0.798989898989899,0.5165637282425604,0.2073298429319371,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.80088216,5cae1da6
Flour,0.8311111111111111,0.8343434343434344,0.6,0.8406666666666666,12,0.8311111111111111,0.455648720211827,0.3270925110132158,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.83105385,60b57001
Pulses,0.1096969696969697,0.0525252525252525,0.425,0.464,4,0.1096969696969697,0.0473329692335699,0.4037907869481766,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.10932606,bba5181d
Pencil,0.5616161616161617,0.1878787878787878,0.075,0.3286666666666666,14,0.5616161616161617,0.1203104786545924,0.0631377551020408,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.55932575,686e9ae6
Soap,0.1466666666666666,0.7434343434343434,0.55,0.164,13,0.1466666666666666,0.6483439041578577,0.3154692931633835,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.14711036,a9a31f4d
Laptop,0.2305050505050505,0.2202020202020202,0.575,0.3766666666666666,19,0.2305050505050505,0.1789525529469709,0.4712334437086092,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.2297897,e058ea63
Marker,0.501010101010101,0.1434343434343434,0.55,0.8253333333333334,15,0.501010101010101,0.0955585464333781,0.4810070671378092,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5028795,7a628da4
Sneakers,0.4672727272727273,0.8686868686868687,0.8,0.8986666666666665,16,0.4672727272727273,0.5920418559823765,0.4281081081081081,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46466112,ed3b4edf
TV,0.6022222222222222,0.5676767676767677,0.2,0.9291111111111112,13,0.6022222222222222,0.3543058882864708,0.1275773195876288,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6053015,e88e1f44
Glue,0.9725252525252526,0.8202020202020203,0.8999999999999999,0.5673333333333334,10,0.9725252525252526,0.4158131913150348,0.4944506104328524,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.97278285,14322148
Stapler,0.934949494949495,0.2222222222222222,0.75,0.5091111111111111,16,0.934949494949495,0.1148465232825224,0.6136363636363635,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.93501836,78604cce
Cooking Oil,0.8745454545454546,0.1090909090909091,0.675,0.8771111111111111,17,0.8745454545454546,0.05819592628516,0.6086065573770492,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.8765493,64ad53d4
Wheat,0.5525252525252525,0.7171717171717172,0.8999999999999999,0.5608888888888889,19,0.5525252525252525,0.4619388418998049,0.5241176470588235,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5524062,ac0a1d0f
Glue,0.0472727272727272,0.6222222222222222,0.375,0.6048888888888888,16,0.0472727272727272,0.5941358024691359,0.2311643835616438,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.048143487,c0fdb034
Soap,0.0866666666666666,0.686868686868687,0.2,0.0546666666666666,19,0.0866666666666666,0.6320877486521659,0.118562874251497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0906562,0563f9d1
Saree,0.7896969696969698,0.4343434343434343,0.75,0.2995555555555556,23,0.7896969696969698,0.2426910486510892,0.522887323943662,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.78873914,c30322b2
Jeans,0.3949494949494949,0.7131313131313132,0.825,0.4786666666666666,21,0.3949494949494949,0.5112237509051413,0.4815742924528302,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.40099624,906e7c4f
Speakers,0.2787878787878787,0.4868686868686868,0.8,0.6697777777777778,18,0.2787878787878787,0.3807266982622432,0.5380434782608696,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.27891776,117f75fa
TV,0.1139393939393939,0.2484848484848484,0.975,0.3795555555555555,10,0.1139393939393939,0.2230685527747551,0.7809466019417477,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.112194486,b862777b
Marker,0.8127272727272727,0.404040404040404,0.725,0.8937777777777778,23,0.8127272727272727,0.222890894906943,0.5163669064748202,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.8126713,20f02798
Flour,0.224040404040404,0.6787878787878788,0.8500000000000001,0.0357777777777777,21,0.224040404040404,0.5545469549430599,0.506317689530686,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.23032123,efc3ad50
Speakers,0.2719191919191919,0.2909090909090909,0.6,0.1024444444444444,13,0.2719191919191919,0.2287166454891994,0.4647887323943661,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.27529475,80f7a0da
Rice,0.8745454545454546,0.2282828282828282,0.3249999999999999,0.2193333333333333,19,0.8745454545454546,0.1217803642633904,0.2645970394736841,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.8755169,6f5ab127
Camera,0.578989898989899,0.2969696969696969,0.8999999999999999,0.909111111111111,18,0.578989898989899,0.1880757420675536,0.6939252336448598,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.57961893,81f664ae
Tea,0.3244444444444444,0.0343434343434343,0.175,0.75,10,0.3244444444444444,0.0259304453935326,0.169189453125,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.32248265,794379f8
Smartwatch,0.1963636363636363,0.7232323232323232,0.0,0.1362222222222222,15,0.1963636363636363,0.6045254981425194,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.19850731,fc845ae5
TV,0.1042424242424242,0.4666666666666667,0.75,0.9017777777777778,18,0.1042424242424242,0.4226125137211855,0.5113636363636364,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.10319356,94fff8e9
Tea,0.3541414141414141,0.8545454545454546,0.175,0.2051111111111111,18,0.3541414141414141,0.6310607190810086,0.0943627450980392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3546279,5b2b1bec
Tablet,0.1454545454545454,0.793939393939394,0.075,0.4737777777777778,17,0.1454545454545454,0.6931216931216931,0.0418074324324324,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.14337991,79d08eed
Soap,0.1183838383838383,0.3353535353535353,0.175,0.8415555555555555,17,0.1183838383838383,0.2998554913294797,0.1310514372163388,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.11665792,f5f200ba
Soap,0.9616161616161616,0.1171717171717171,0.0999999999999999,0.6068888888888889,14,0.9616161616161616,0.0597322348094747,0.089511754068716,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.96214545,b5763218
Pulses,0.3327272727272727,0.1494949494949495,0.0,0.0424444444444444,18,0.3327272727272727,0.1121721994846142,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.33525822,26f5bf8d
Toothpaste,0.2319191919191919,0.4505050505050505,0.4,0.2988888888888888,17,0.2319191919191919,0.365693670055756,0.2757660167130919,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.2345153,df5a0cac
Detergent,0.881010101010101,0.9131313131313132,0.35,0.0884444444444444,20,0.881010101010101,0.4854473203737515,0.1829461457233368,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8815137,af86fb6a
Eggs,0.3478787878787878,0.4929292929292929,0.875,0.6475555555555556,7,0.3478787878787878,0.3657074340527578,0.5860960757780784,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.34941575,b386eea6
Dishwasher Liquid,0.7082828282828283,0.8202020202020203,0.825,0.0091111111111111,23,0.7082828282828283,0.4801324503311259,0.4532463928967813,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.7089092,e10a588b
Pulses,0.5240404040404041,0.406060606060606,0.35,0.2551111111111111,18,0.5240404040404041,0.2664369034994697,0.2489224137931034,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5241752,9e76b99a
Flour,0.5618181818181819,0.4848484848484848,0.825,0.2695555555555555,11,0.5618181818181819,0.3104384943733022,0.5556122448979591,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5695868,00b01f4d
Milk,0.6864646464646466,0.2707070707070707,0.25,0.2577777777777778,15,0.6864646464646466,0.1605174892189745,0.1967408585055644,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.6869132,acb5cdf5
Rice,0.9163636363636364,0.3919191919191919,0.8,0.436,18,0.9163636363636364,0.2045119122917984,0.574746008708273,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.91693246,abde2ebf
